Correlation	core	Site	Category		correlated	not_correlated	proportion	Kingdom
Negative	Rhizobiales	LUZE-E	Soil_properties	Rhizobiales_LUZE-E	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MARS-A	Soil_properties	Rhizobiales_MARS-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MARS-B	Soil_properties	Rhizobiales_MARS-B	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	MASS-A	Soil_properties	Rhizobiales_MASS-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MEDA-A	Soil_properties	Rhizobiales_MEDA-A	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	MERE-A	Soil_properties	Rhizobiales_MERE-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MERE-B	Soil_properties	Rhizobiales_MERE-B	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MERV-A	Soil_properties	Rhizobiales_MERV-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MONB-A	Soil_properties	Rhizobiales_MONB-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MONE-A	Soil_properties	Rhizobiales_MONE-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MONF-A	Soil_properties	Rhizobiales_MONF-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MONT-A	Soil_properties	Rhizobiales_MONT-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MONT-B	Soil_properties	Rhizobiales_MONT-B	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MONTB-A	Soil_properties	Rhizobiales_MONTB-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MONTG-B	Soil_properties	Rhizobiales_MONTG-B	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MONTI-A	Soil_properties	Rhizobiales_MONTI-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MONTI-B	Soil_properties	Rhizobiales_MONTI-B	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	MONTM-A	Soil_properties	Rhizobiales_MONTM-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MONTM-B	Soil_properties	Rhizobiales_MONTM-B	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	MULE-A	Soil_properties	Rhizobiales_MULE-A	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	NAUV-A	Soil_properties	Rhizobiales_NAUV-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	NAUV-B	Soil_properties	Rhizobiales_NAUV-B	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	NAUV-C	Soil_properties	Rhizobiales_NAUV-C	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	NAYR-A	Soil_properties	Rhizobiales_NAYR-A	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	NAZA-A	Soil_properties	Rhizobiales_NAZA-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	PAMP-A	Soil_properties	Rhizobiales_PAMP-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	PAMP-B	Soil_properties	Rhizobiales_PAMP-B	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	PASD-B	Soil_properties	Rhizobiales_PASD-B	2	3331	0.060042029	Bacteria
Negative	Rhizobiales	PREI-A	Soil_properties	Rhizobiales_PREI-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	PREI-A(2)	Soil_properties	Rhizobiales_PREI-A(2)	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	PUYM-B	Soil_properties	Rhizobiales_PUYM-B	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	RAYR-A	Soil_properties	Rhizobiales_RAYR-A	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	RAYR-B	Soil_properties	Rhizobiales_RAYR-B	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	REAL-A	Soil_properties	Rhizobiales_REAL-A	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	ROQU-A	Soil_properties	Rhizobiales_ROQU-A	2	3331	0.060042029	Bacteria
Negative	Rhizobiales	ROQU-B	Soil_properties	Rhizobiales_ROQU-B	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	SALE-A	Soil_properties	Rhizobiales_SALE-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	SALV-A	Soil_properties	Rhizobiales_SALV-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	SAMA-A	Soil_properties	Rhizobiales_SAMA-A	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	SAUB-A	Soil_properties	Rhizobiales_SAUB-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	SAUB-B	Soil_properties	Rhizobiales_SAUB-B	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	SAUB-C	Soil_properties	Rhizobiales_SAUB-C	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	SAUR-A	Soil_properties	Rhizobiales_SAUR-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	SEIS-A	Soil_properties	Rhizobiales_SEIS-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	SIMO-A	Soil_properties	Rhizobiales_SIMO-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	SORE-A	Soil_properties	Rhizobiales_SORE-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	THOM-A	Soil_properties	Rhizobiales_THOM-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	VALE-A	Soil_properties	Rhizobiales_VALE-A	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	VICT-C	Soil_properties	Rhizobiales_VICT-C	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	VICT-D	Soil_properties	Rhizobiales_VICT-D	2	3331	0.060042029	Bacteria
Negative	Rhizobiales	VIEL-A	Soil_properties	Rhizobiales_VIEL-A	4	6662	0.060042029	Bacteria
Negative	Rhizobiales	VILLE-A	Soil_properties	Rhizobiales_VILLE-A	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	VILLE-B	Soil_properties	Rhizobiales_VILLE-B	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	VILLE-C	Soil_properties	Rhizobiales_VILLE-C	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	VILLE-D	Soil_properties	Rhizobiales_VILLE-D	6	9993	0.060042029	Bacteria
Negative	Rhizobiales	VILLEM-A	Soil_properties	Rhizobiales_VILLEM-A	6	9993	0.060042029	Bacteria
Negative	Burkholderiales	AMBR-A	Soil_properties	Burkholderiales_AMBR-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	ANGE-A	Soil_properties	Burkholderiales_ANGE-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	ANGE-B	Soil_properties	Burkholderiales_ANGE-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	AURE-B	Soil_properties	Burkholderiales_AURE-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	AUZE-A	Soil_properties	Burkholderiales_AUZE-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	AXLE-A	Soil_properties	Burkholderiales_AXLE-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	BACC-A	Soil_properties	Burkholderiales_BACC-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	BAGNB-B	Soil_properties	Burkholderiales_BAGNB-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	BANI-A	Soil_properties	Burkholderiales_BANI-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	BANI-B	Soil_properties	Burkholderiales_BANI-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	BANI-C	Soil_properties	Burkholderiales_BANI-C	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	BARA-B	Soil_properties	Burkholderiales_BARA-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	BARA-C	Soil_properties	Burkholderiales_BARA-C	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	BARC-A	Soil_properties	Burkholderiales_BARC-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	BARR-A	Soil_properties	Burkholderiales_BARR-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	BELC-A	Soil_properties	Burkholderiales_BELC-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	BELC-C	Soil_properties	Burkholderiales_BELC-C	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	BERNA-A	Soil_properties	Burkholderiales_BERNA-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	BESS-A	Soil_properties	Burkholderiales_BESS-A	8	9488	0.084317032	Bacteria
Negative	Burkholderiales	BOULO-A	Soil_properties	Burkholderiales_BOULO-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	BROU-A	Soil_properties	Burkholderiales_BROU-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	BROU-B	Soil_properties	Burkholderiales_BROU-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	BROU-C	Soil_properties	Burkholderiales_BROU-C	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	BULA-A	Soil_properties	Burkholderiales_BULA-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	BULE-A	Soil_properties	Burkholderiales_BULE-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	CAMA-C	Soil_properties	Burkholderiales_CAMA-C	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	CAMA-D	Soil_properties	Burkholderiales_CAMA-D	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CAMA-E	Soil_properties	Burkholderiales_CAMA-E	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CAPE-A	Soil_properties	Burkholderiales_CAPE-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CARL-A	Soil_properties	Burkholderiales_CARL-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CASS-A	Soil_properties	Burkholderiales_CASS-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	CAST-A	Soil_properties	Burkholderiales_CAST-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CASTI-A	Soil_properties	Burkholderiales_CASTI-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CAZA-A	Soil_properties	Burkholderiales_CAZA-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CEPE-A	Soil_properties	Burkholderiales_CEPE-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CERN-A	Soil_properties	Burkholderiales_CERN-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CHEI-A	Soil_properties	Burkholderiales_CHEI-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CIER-A	Soil_properties	Burkholderiales_CIER-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CIER-B	Soil_properties	Burkholderiales_CIER-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CIER-C	Soil_properties	Burkholderiales_CIER-C	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CINT-A	Soil_properties	Burkholderiales_CINT-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	CINT-B	Soil_properties	Burkholderiales_CINT-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CLAR-A	Soil_properties	Burkholderiales_CLAR-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CLAR-B	Soil_properties	Burkholderiales_CLAR-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	CLAR-C	Soil_properties	Burkholderiales_CLAR-C	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	COLO-A	Soil_properties	Burkholderiales_COLO-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	COLO-B	Soil_properties	Burkholderiales_COLO-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	COLO-C	Soil_properties	Burkholderiales_COLO-C	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	COMT-A	Soil_properties	Burkholderiales_COMT-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	CRAN-A	Soil_properties	Burkholderiales_CRAN-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	DAMI-A	Soil_properties	Burkholderiales_DAMI-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	DAMI-B	Soil_properties	Burkholderiales_DAMI-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	DAMI-C	Soil_properties	Burkholderiales_DAMI-C	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	DECA-A	Soil_properties	Burkholderiales_DECA-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	DIEU-A	Soil_properties	Burkholderiales_DIEU-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	ESPE-B	Soil_properties	Burkholderiales_ESPE-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	FAYA-A	Soil_properties	Burkholderiales_FAYA-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	FERR-A	Soil_properties	Burkholderiales_FERR-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	GAIL-A	Soil_properties	Burkholderiales_GAIL-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	GAIL-B	Soil_properties	Burkholderiales_GAIL-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	GREZ-A	Soil_properties	Burkholderiales_GREZ-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	JACO-A	Soil_properties	Burkholderiales_JACO-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	JACO-B	Soil_properties	Burkholderiales_JACO-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	JACO-C	Soil_properties	Burkholderiales_JACO-C	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	JULI-A	Soil_properties	Burkholderiales_JULI-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	JUZE-A	Soil_properties	Burkholderiales_JUZE-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	JUZET-A	Soil_properties	Burkholderiales_JUZET-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	JUZET-B	Soil_properties	Burkholderiales_JUZET-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	JUZET-C	Soil_properties	Burkholderiales_JUZET-C	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LABA-A	Soil_properties	Burkholderiales_LABA-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	LABA-B	Soil_properties	Burkholderiales_LABA-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	LABA-C	Soil_properties	Burkholderiales_LABA-C	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LABAS-A	Soil_properties	Burkholderiales_LABAS-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LABAS-B	Soil_properties	Burkholderiales_LABAS-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	LABR-A	Soil_properties	Burkholderiales_LABR-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LACR-A	Soil_properties	Burkholderiales_LACR-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	LACR-C	Soil_properties	Burkholderiales_LACR-C	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LAGR-A	Soil_properties	Burkholderiales_LAGR-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LAMA-A	Soil_properties	Burkholderiales_LAMA-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LAMA-B	Soil_properties	Burkholderiales_LAMA-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LANT-B	Soil_properties	Burkholderiales_LANT-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	LANT-C	Soil_properties	Burkholderiales_LANT-C	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LANT-D	Soil_properties	Burkholderiales_LANT-D	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LAUZ-A	Soil_properties	Burkholderiales_LAUZ-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LECT-A	Soil_properties	Burkholderiales_LECT-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LECT-B	Soil_properties	Burkholderiales_LECT-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LESP-A	Soil_properties	Burkholderiales_LESP-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	LOUB-A	Soil_properties	Burkholderiales_LOUB-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	LOUB-B	Soil_properties	Burkholderiales_LOUB-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LUNA-A	Soil_properties	Burkholderiales_LUNA-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LUZE-A	Soil_properties	Burkholderiales_LUZE-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LUZE-B	Soil_properties	Burkholderiales_LUZE-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LUZE-D	Soil_properties	Burkholderiales_LUZE-D	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	LUZE-E	Soil_properties	Burkholderiales_LUZE-E	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MARS-A	Soil_properties	Burkholderiales_MARS-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MARS-B	Soil_properties	Burkholderiales_MARS-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	MASS-A	Soil_properties	Burkholderiales_MASS-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MEDA-A	Soil_properties	Burkholderiales_MEDA-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	MERE-A	Soil_properties	Burkholderiales_MERE-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MERE-B	Soil_properties	Burkholderiales_MERE-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MERV-A	Soil_properties	Burkholderiales_MERV-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MONB-A	Soil_properties	Burkholderiales_MONB-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MONE-A	Soil_properties	Burkholderiales_MONE-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MONF-A	Soil_properties	Burkholderiales_MONF-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MONT-A	Soil_properties	Burkholderiales_MONT-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MONT-B	Soil_properties	Burkholderiales_MONT-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MONTB-A	Soil_properties	Burkholderiales_MONTB-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MONTG-B	Soil_properties	Burkholderiales_MONTG-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MONTI-A	Soil_properties	Burkholderiales_MONTI-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MONTI-B	Soil_properties	Burkholderiales_MONTI-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	MONTM-A	Soil_properties	Burkholderiales_MONTM-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MONTM-B	Soil_properties	Burkholderiales_MONTM-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	MULE-A	Soil_properties	Burkholderiales_MULE-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	NAUV-A	Soil_properties	Burkholderiales_NAUV-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	NAUV-B	Soil_properties	Burkholderiales_NAUV-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	NAUV-C	Soil_properties	Burkholderiales_NAUV-C	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	NAYR-A	Soil_properties	Burkholderiales_NAYR-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	NAZA-A	Soil_properties	Burkholderiales_NAZA-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	PAMP-A	Soil_properties	Burkholderiales_PAMP-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	PAMP-B	Soil_properties	Burkholderiales_PAMP-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	PASD-B	Soil_properties	Burkholderiales_PASD-B	2	2372	0.084317032	Bacteria
Negative	Burkholderiales	PREI-A	Soil_properties	Burkholderiales_PREI-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	PREI-A(2)	Soil_properties	Burkholderiales_PREI-A(2)	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	PUYM-B	Soil_properties	Burkholderiales_PUYM-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	RAYR-A	Soil_properties	Burkholderiales_RAYR-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	RAYR-B	Soil_properties	Burkholderiales_RAYR-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	REAL-A	Soil_properties	Burkholderiales_REAL-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	ROQU-A	Soil_properties	Burkholderiales_ROQU-A	2	2372	0.084317032	Bacteria
Negative	Burkholderiales	ROQU-B	Soil_properties	Burkholderiales_ROQU-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	SALE-A	Soil_properties	Burkholderiales_SALE-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	SALV-A	Soil_properties	Burkholderiales_SALV-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	SAMA-A	Soil_properties	Burkholderiales_SAMA-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	SAUB-A	Soil_properties	Burkholderiales_SAUB-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	SAUB-B	Soil_properties	Burkholderiales_SAUB-B	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	SAUB-C	Soil_properties	Burkholderiales_SAUB-C	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	SAUR-A	Soil_properties	Burkholderiales_SAUR-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	SEIS-A	Soil_properties	Burkholderiales_SEIS-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	SIMO-A	Soil_properties	Burkholderiales_SIMO-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	SORE-A	Soil_properties	Burkholderiales_SORE-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	THOM-A	Soil_properties	Burkholderiales_THOM-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	VALE-A	Soil_properties	Burkholderiales_VALE-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	VICT-C	Soil_properties	Burkholderiales_VICT-C	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	VICT-D	Soil_properties	Burkholderiales_VICT-D	2	2372	0.084317032	Bacteria
Negative	Burkholderiales	VIEL-A	Soil_properties	Burkholderiales_VIEL-A	4	4744	0.084317032	Bacteria
Negative	Burkholderiales	VILLE-A	Soil_properties	Burkholderiales_VILLE-A	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	VILLE-B	Soil_properties	Burkholderiales_VILLE-B	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	VILLE-C	Soil_properties	Burkholderiales_VILLE-C	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	VILLE-D	Soil_properties	Burkholderiales_VILLE-D	6	7116	0.084317032	Bacteria
Negative	Burkholderiales	VILLEM-A	Soil_properties	Burkholderiales_VILLEM-A	6	7116	0.084317032	Bacteria
Positive	Pleosporales	AMBR-A	Plant_diversity	Pleosporales_AMBR-A	2	2352	0.085034014	Fungi
Positive	Pleosporales	ANGE-A	Plant_diversity	Pleosporales_ANGE-A	3	3528	0.085034014	Fungi
Positive	Pleosporales	ANGE-B	Plant_diversity	Pleosporales_ANGE-B	3	3528	0.085034014	Fungi
Positive	Pleosporales	AUZE-A	Plant_diversity	Pleosporales_AUZE-A	3	3528	0.085034014	Fungi
Positive	Pleosporales	AXLE-A	Plant_diversity	Pleosporales_AXLE-A	2	2352	0.085034014	Fungi
Positive	Pleosporales	BACC-A	Plant_diversity	Pleosporales_BACC-A	2	2352	0.085034014	Fungi
Positive	Pleosporales	BAGNB-B	Plant_diversity	Pleosporales_BAGNB-B	3	3528	0.085034014	Fungi
Positive	Pleosporales	BANI-A	Plant_diversity	Pleosporales_BANI-A	2	2352	0.085034014	Fungi
Positive	Pleosporales	BANI-B	Plant_diversity	Pleosporales_BANI-B	1	1176	0.085034014	Fungi
Positive	Pleosporales	BANI-C	Plant_diversity	Pleosporales_BANI-C	1	1176	0.085034014	Fungi
Positive	Pleosporales	BARA-B	Plant_diversity	Pleosporales_BARA-B	2	2352	0.085034014	Fungi
Positive	Pleosporales	BARA-C	Plant_diversity	Pleosporales_BARA-C	1	1176	0.085034014	Fungi
Positive	Pleosporales	BARC-A	Plant_diversity	Pleosporales_BARC-A	3	3528	0.085034014	Fungi
Positive	Pleosporales	BARR-A	Plant_diversity	Pleosporales_BARR-A	3	3528	0.085034014	Fungi
